Name,10/27/21,10/28/21,10/31/21,11/04/21,11/05/21,11/06/21,11/08/21,11/11/21,11/21/21,11/22/21,11/24/21,11/26/21,11/30/21,12/02/21,12/05/21,12/11/21,12/12/21,12/15/21,12/17/21,12/26/21,12/30/21,12/31/21,01/06/22,01/09/22,01/18/22,01/19/22,01/20/22,01/24/22,01/25/22,01/26/22,02/02/22,02/05/22,02/07/22,02/27/22
PowerColor AMD Radeon RX 6700 XT Red Devil Triple-Fan 12GB GDDR6,,,,,899.99,899.99,899.99,899.99,899.99,899.99,899.99,899.99,999.99,999.99,899.99,899.99,899.99,899.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,879.99
PowerColor AMD Radeon RX 6800 Fighter Overclocked Triple-Fan 16GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,,,
PowerColor AMD Radeon RX 6800 Red Dragon Overclocked Triple-Fan 16GB GDDR6,,,,,1169.99,1169.99,1169.99,1169.99,1169.99,1169.99,1169.99,1169.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99,1259.99
PowerColor AMD Radeon RX 6800 XT AXRX Overclocked Triple-Fan 16GB GDDR6,,,,,1299.99,,,1299.99,1299.99,1299.99,1299.99,1299.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,,,,,,,,,,,,
PowerColor AMD Radeon RX 6800 XT Liquid Devil 16GB GDDR6,,,,,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99,1659.99
PowerColor AMD Radeon RX 6800 XT Red Devil Limited Edition Overclocked Triple-Fan 16GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.99,,,
PowerColor AMD Radeon RX 6800 XT Red Dragon Triple-Fan 16GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1399.99,1349.99
PowerColor AMD Radeon RX 6900 XT Liquid Devil Overclocked Liquid Cooled 16GB GDDR6,,,,,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1399.99
PowerColor AMD Radeon RX 6900 XT Liquid Devil Ultimate Overclocked Liquid Cooled 16GB GDDR6,,,,,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2299.99,2299.99,2299.99,2299.99,2299.99,2299.99,2299.99,2299.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99
PowerColor AMD Radeon RX 6900 XT Red Devil Overclocked Triple-Fan 16GB GDDR6,,,,,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99,1499.99
PowerColor AMD Radeon RX 6900 XT Ultimate Red Devil Overclocked Triple-Fan 16GB GDDR6,,,,,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99
PowerColor AMD Red Dragon Radeon RX 560 Single-Fan 4GB,,,,,,,,,,,,,,,,,,,,,,,,,,199.99,199.99,199.99,199.99,199.99,,,,
PowerColor AMD Red Dragon Radeon RX 560 Single-Fan 4GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.99,199.99,199.99,
PowerColor Radeon RX 6800 XT Triple-Fan 16GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.99
Sapphire Technology AMD Radeon RX 5600 XT Pulse Dual-Fan 6GB GDDR6,,,,,,,,,,,,309.99,,,,,,,,,,,,,,,,,,,,,,
Sapphire Technology AMD Radeon RX 6500 XT Pulse Dual Fan 4GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,214.99,239.99,239.99,239.99,239.99,239.99,239.99,239.99,239.99
Sapphire Technology AMD Radeon RX 6600 Pulse Dual-Fan 8GB GDDR6,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,,,,,,,,419.99,,,,,,,
Sapphire Technology AMD Radeon RX 6600 XT Nitro Plus Overclocked Dual-Fan 8GB GDDR6,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,539.99,539.99,,539.99,539.99,539.99,,,,539.99,539.99,539.99,,,,,,,,,,,,
Sapphire Technology AMD Radeon RX 6600 XT Pulse Overclocked Dual-Fan 8GB GDDR6,499.99,499.99,499.99,499.99,499.99,499.99,499.99,499.99,499.99,499.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus Overclocked Triple-Fan 12GB GDDR6,,,,,899.99,899.99,899.99,899.99,899.99,899.99,929.99,929.99,929.99,,,,,,,,,,,,,,,,929.99,,929.99,929.99,929.99,929.99
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus Overclocked Triple-Fan 12GB GDDR6 PCIe,,,,,949.99,949.99,949.99,949.99,949.99,949.99,949.99,949.99,949.99,949.99,,,,,,,,,,,,,,,,,,,,
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus Triple-Fan 12GB GDDR6,,,,,899.99,899.99,899.99,899.99,899.99,899.99,929.99,929.99,929.99,929.99,929.99,929.99,929.99,929.99,929.99,929.99,,,,,,,,,,,,,,929.99
Sapphire Technology AMD Radeon RX 6700 XT Pulse Dual-Fan 12GB GDDR6,,799.99,,,799.99,799.99,799.99,,,,829.99,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Technology AMD Radeon RX 6700 XT Pulse Overclocked Dual-Fan 12GB GDDR6,799.99,799.99,,,799.99,799.99,799.99,799.99,799.99,799.99,,,,,,,,,,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,,,,,829.99
Sapphire Technology AMD Radeon RX 6800 Nitro Plus Overclocked Triple-Fan 16GB GDDR6,,,,,,,1199.99,,,,,1239.99,1239.99,1239.99,1239.99,1239.99,1239.99,,,,,,,,,,,,,,,,,
Sapphire Technology AMD Radeon RX 6800 XT Nitro SE Overclocked Triple-Fan 16GB GDDR6,,,,,,,,,1349.99,1349.99,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Technology AMD Radeon RX 6800 XT PULSE Overclocked Triple-Fan 16GB GDDR6,,,,,,,,,1299.0,1299.0,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,,,,,,,,,,
Sapphire Technology AMD Radeon RX 6900 XT Nitro Overclocked Triple-Fan 16GB GDDR6,,,,,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1579.99,1499.99
Sapphire Technology AMD Radeon RX 6900 XT Nitro Plus Overclocked Triple-Fan 16GB GDDR6,,,,,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1499.99
Sapphire Technology AMD Radeon RX 6900 XT Toxic Gaming Limited Edition Overclocked Hybrid Cooled 16GB GDDR6,,,,,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,2049.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,2049.99,2049.99,2049.99,1729.99
Sapphire Technology AMD Radeon RX 6900 XT Toxic Overclocked Hybrid Cooled 16GB GDDR6,,,,,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,2099.99,2099.99,2099.99,1729.99
Sapphire Technology AMD Radeon RX 6900 XT Toxic Overclocked Triple-Fan 16GB GDDR6,,,,,,,,,,,,,,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1579.99
Sapphire Technology Radeon RX 5600 XT Pulse BE Dual-Fan 6GB GDDR6,299.99,299.99,299.99,,,,,299.99,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Technology Radeon RX 5600 XT Pulse Overclocked Dual-Fan 6GB GDDR6,,,,,,,,309.99,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Technology Radeon RX 5700 XT NITRO+ Overclocked Triple-Fan 8GB GDDR6,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,,,,469.99,469.99,469.99,,,,,,,,,,,,,,,,469.99
Sapphire Technology Radeon RX 5700 XT Pulse Overclocked Dual-Fan 8GB GDDR6,,,409.99,,,,,,409.99,409.99,409.99,409.99,429.99,429.99,,,,,,429.99,429.99,429.99,,,,,,,,,,,,
Visiontek AMD Radeon 7750 SFF Single-Fan 2GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visiontek AMD Radeon HD 5450 Low-Profile Passive Cooled 1GB DDR3,,,,,,,,,,,,,,,,,,,,,,,,,59.99,59.99,,,,,,,,
Visiontek AMD Radeon HD 5450 Low-Profile Passive Cooled 2GB DDR3,,,,,,,,,,,,,,,,,,,,,,,,,69.99,69.99,,,,,,,,
Visiontek AMD Radeon HD 5450 Passive Cooled 2GB DDR3,,,,,,,,,,,,,,,,,,,,,,,,,,,69.99,,,,,,,
Visiontek AMD Radeon HD 7750 Low-Profile Single-Fan 2GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99
Visiontek AMD Radeon RX 550 4M Single-Fan 4GB GDDR5,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99
Visiontek AMD Radeon RX 550 Single-Fan 4GB GDDR5,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99
Visiontek AMD Radeon RX 560 Single-Fan 4GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99
Visiontek Radeon HD 5450 Low-Profile Passive Cooled 1GB DDR3,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,59.99,59.99,,,,,,,,,,
Visiontek Radeon HD 5450 Low-Profile Passive Cooled 2GB DDR3,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,69.99,69.99,,,,,,,,,,
Visiontek Radeon HD 7750 Low-Profile Single-Fan 2GB GDDR5,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,219.99,,,,,,,,,,
Visiontek Radeon RX 560 Single-Fan 4GB GDDR5,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,199.99,,,,,,,,,,
Visiontek SFF Radeon 7750 Single-Fan 2GB GDDR5,189.99,189.99,189.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zotac GeForce GTX 1650 Overclocked Duel-Fan 4GB GDDR5,,,,,,,,,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,,,,,,,,,,
Zotac GeForce RTX 3080 Ti Trinity Overclocked Triple Fan 12GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.99,1849.99,1849.99,1849.99
Zotac GeForce RTX 3080 Trinity LHR Overclocked Triple Fan 12GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.99
Zotac NVIDIA GeForce GTX 1650 Overclocked Duel-Fan 4GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99,319.99
Zotac NVIDIA GeForce GTX 1660 Super Dual-Fan 6GB GDDR6,,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,469.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,,,,,,,
Zotac NVIDIA GeForce GTX 1660 Twin Fan Dual-Fan 6GB GDDR5,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99,479.99
Zotac NVIDIA GeForce RTX 3050 Twin Edge Overclocked Dual Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.99,419.99,419.99,419.99
Zotac NVIDIA GeForce RTX 3060 Ti Twin Edge LHR Overclocked Dual-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,679.99,679.99,679.99,679.99,,,,679.99,,,,,,
Zotac NVIDIA GeForce RTX 3060 Twin Edge Overclocked Dual-Fan 12GB GDDR6,,,,,,,,,,,,,,,,,,,,579.99,579.99,579.99,579.99,,,,,589.99,589.99,589.99,589.99,589.99,589.99,589.99
Zotac NVIDIA GeForce RTX 3070 Ti AMP Holo Triple-Fan 8GB GDDR6X,,,,,,,,,,,,,,,,,,,,1069.99,1069.99,1069.99,1069.99,,,,1069.99,,,1069.99,1069.99,1069.99,1069.99,
Zotac NVIDIA GeForce RTX 3070 Ti Trinity Overclocked Triple-Fan 8GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,1049.99,1049.99,1049.99,1049.99,1049.99,,,,,,,
Zotac NVIDIA GeForce RTX 3080 Ti AMP Holo Triple-Fan 12GB GDDR6X,,,,,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,1949.99,,,,1949.99,,,,,,,,,,,1949.99
